youtubeId,itemLabel,performerLabel,youtubeViews,year,genreLabel
PvxVNGdwVwk,If Today Was Your Last Day,Nickelback,9017754.0,2008.0,post-grunge
i5txwFv-zYM,Runnin' with the Devil,Van Halen,9012969.0,1978.0,heavy metal
Y2gM1vQ6MQw,Coming Over,EXO,9012739.0,2016.0,J-pop
zmyGF8YnICU,Sweet Life (La vie est belle),Fally Ipupa,9008213.0,2013.0,soukous
s1e4nIxSVUk,Black Heart Inertia,Incubus,9008040.0,2009.0,alternative rock
zYpDJw7fThU,Blind Faith,Liam Bailey,9005209.0,2011.0,
eAOdlgFJDAI,I Bruise Easily,Natasha Bedingfield,9002673.0,2005.0,pop music
JAS2XAvINtc,California,Mylène Farmer,9002290.0,1996.0,trip hop
3hOZaTGnHU4,It Ain't Hard to Tell,Nas,9000686.0,1994.0,East Coast hip hop
V_SNDGwwGFM,Foule sentimentale,Alain Souchon,8997097.0,1993.0,pop music
Qwm7crkV124,I Wanna,The All-American Rejects,8995729.0,2009.0,pop rock
l3zhOoDKVvs,Next Boyfriend,Lauren Alaina,8989057.0,2015.0,country pop
tYTwIZslZXo,The Way You Like It,Adema,8985789.0,2001.0,nu metal
z5hivqdcEL8,G-Slide (Tour Bus),Lil Mama,8982133.0,2007.0,hip hop music
B5Q8-mYEkyA,G-Slide (Tour Bus),Lil Mama,8982133.0,2007.0,hip hop music
6izWoxaN3sc,G-Slide (Tour Bus),Lil Mama,8982133.0,2007.0,hip hop music
TS1pSsOYTvQ,Q18822316,Jonne Aaron,8977644.0,2014.0,pop rock
U0YP9aJ_1TQ,A Million Little Pieces,Placebo,8976984.0,2014.0,
LiqQDDZB9pg,One Last Dance (R5 song),R5,8975395.0,2014.0,pop rock
-_nQhGR0K8M,Parabola,Tool,8964638.0,2001.0,progressive metal
X_ZOGHUWwqE,Kids Again,Sam Smith,8961214.0,2020.0,soft rock
iQnbU00o9X8,Gioventù bruciata,Mahmood,8960127.0,2018.0,contemporary R&B
z38CKikVDkQ,Hallelujah,John Jebaraj,8960004.0,-1.0,Christian song
QFsnlkzHkSM,Feeling So Blue,Jens Kindervater,8955108.0,2012.0,Eurodance
QxJhrwyn0M4,Superposition,Young the Giant,8954820.0,2018.0,
7aRbQKUJPA8,Oi,Scooter,8954553.0,2016.0,house music
vzZn31gd_Jc,Magic,Kylie Minogue,8946137.0,2020.0,"pop music, disco"
pkT0-kt5cqI,Q3819544,Luciano Ligabue,8945950.0,1999.0,
cH30OyVXuK0,Talk About You,Mika,8944494.0,2015.0,
ltbt9MaepFY,It Never Ends,Bring Me the Horizon,8934309.0,2010.0,metalcore
YVqZKflL4PY,The Love Bug,m-flo,8929943.0,2004.0,J-pop
ixxtnrWb17Y,Heaven's a Lie,Lacuna Coil,8926622.0,2002.0,gothic metal
O6FXmdoGut8,I Can't Stop Loving You,Leo Sayer,8925819.0,1978.0,pop rock
23zLefwiii4,All Shook Up,Elvis Presley,8922912.0,1957.0,country music
ypPJt2_yfWY,Strogo zabraneno,Suzanita,8922259.0,2017.0,"chalga, folk-pop"
3yFiLK3BREc,17,Madame,8918999.0,2019.0,hip hop music
meafZ5t8NbQ,Bailé Con Mi Ex,None,8914106.0,2022.0,disco
axfD-IqmTZg,Prayin',Plan B,8913382.0,2010.0,soul
hTCZYZIaxxk,E se poi,Malika Ayane,8906863.0,2013.0,
iy-vUCIm04M,Culo,Lil Jon,8906014.0,2004.0,dancehall
0TqCJR-1vEg,Oye!,Gloria Estefan,8905287.0,1998.0,salsa
UZsG_0M9qew,Wasted,Margaret,8898285.0,2014.0,pop music
3SpG7C4vHZQ,I'm Waiting Here,Lykke Li,8888552.0,2013.0,rock music
Zd9jeJk2UHQ,Chaise Longue,Wet Leg,8886733.0,2021.0,post-punk
1pyJ5cU6WoM,Don't Wanna Let You Go,Five,8883515.0,2000.0,pop music
yoO_1FFr56k,Never Forget,Take That,8867714.0,1995.0,pop music
DOhsP6F2RmQ,Waking Lions,Pop Evil,8865974.0,2017.0,hard rock
xOqvFHwh3rk,Me ga Aku Aiiro,Sakanaction,8862273.0,2010.0,"progressive rock, J-pop"
oG2ixYJ79iE,You Make Me Feel (Mighty Real),Sylvester,8861608.0,1979.0,disco
-qoVeoG8XuU,Rocket Dive,Hide,8860041.0,1998.0,rock music
1QWEPdgS3As,Check the Rhime,A Tribe Called Quest,8856612.0,1991.0,alternative hip hop
3FV2ILnnTa0,Fire with Fire,Scissor Sisters,8854477.0,2010.0,pop rock
rAMbVnwh5bM,Stasera,None,8852362.0,2017.0,
gnvi8DrLJXI,Black and White,Niall Horan,8851846.0,2020.0,pop rock
SVBIfSt0lAo,Could It Be Magic,Barry Manilow,8849132.0,1975.0,pop music
SvpZMjcjo_g,Je vais vite,Lorie,8848877.0,2007.0,dance-pop
gvQBuNc_-uU,Interstellar,Guè,8846679.0,2015.0,pop rap
Zf052uxFF58,I Saved the World Today,Eurythmics,8846612.0,1999.0,pop music
WZHGeg_0Rlo,I Was a Fool,Tegan and Sara,8846044.0,2013.0,pop music
zaZswCtNmEg,Lords of Summer,Metallica,8841984.0,2014.0,thrash metal
zhRzORqNa0E,Time,The Alan Parsons Project,8841872.0,1981.0,soft rock
6gZ-11-kOSQ,"Right Here, Right Now",Giorgio Moroder,8838239.0,2015.0,"disco, funk, electro, electronic dance music"
bt-28iNQnwY,Soothe My Soul,Depeche Mode,8837643.0,2013.0,synth-pop
QXt723fN1ss,Dreaming of You,The Coral,8836862.0,2002.0,
45wH_HHnJBg,This Love,Shinhwa,8835221.0,2012.0,K-pop
03-V4y-giBI,Au soleil,Jenifer,8834832.0,2002.0,pop music
qkk5wViJo-I,You Are a Tourist,Death Cab for Cutie,8834755.0,2011.0,alternative rock
F4t--TUH0Iw,Q110184315,None,8831950.0,2021.0,
9CxSDqNrxPM,Vip in Trip,Fabri Fibra,8827244.0,2010.0,
ObDgFUTP0PA,Ghosts,Mike Shinoda,8822066.0,2018.0,pop rap
EkaKwXddT_I,Teach Your Children,"Crosby, Stills & Nash",8821499.0,1970.0,country rock
nnTXpoc5VlU,Estate,Jovanotti,8816781.0,2013.0,
huZTRymyfpU,C'est une belle journée,Mylène Farmer,8816092.0,2002.0,folk rock
huGd4efgdPA,Guess,Billie Eilish,8815594.0,2024.0,"electro house, pop rap"
MdIvdGoLJRU,"Damn, dis-moi",Rahim Redcar,8813925.0,2018.0,funk
4e97neNvxB4,Dark Paradise,Lana Del Rey,8812954.0,2013.0,pop music
CehYA3omb5o,Ænema,Tool,8808716.0,1997.0,progressive metal
B8uoyPZhuUw,J'ai pas vingt ans,Alizée,8800415.0,2003.0,pop music
xMuhR35sEHY,Chanter,Florent Pagny,8800182.0,1998.0,chanson
NQQdsKH3Qt8,K.I.N.G.,Satyricon,8798394.0,2006.0,black metal
UBjTdLGV8L0,Demeanor,Pop Smoke,8796973.0,2021.0,disco-pop
eXv00PJ9IQM,Father of All...,Green Day,8795014.0,2019.0,
rk9Pj3ID0UE,Love Alone Is Worth the Fight,Switchfoot,8787105.0,2013.0,
IKeJBUjKFE4,Älä herätä mua unesta,Mikael Gabriel,8786479.0,2014.0,hip hop music
T7zAn8SW2Dc,There is a Star,Pharao,8777761.0,1994.0,trance
ofQkQNo1cd4,La valle dei re,Marco Mengoni,8776746.0,2014.0,pop music
YLCm9lP-3Uk,I Want U,Alison Wonderland,8774950.0,2014.0,trap music
bGrxBmyiMls,Spicy,Diplo,8774642.0,2019.0,
PSMj1C9B_JY,Cupid Carries a Gun,Marilyn Manson,8772957.0,2015.0,blues rock
8NF6Qa84mno,Planet Earth,Duran Duran,8772848.0,1981.0,synth-pop
_Q7rcUm0Dro,Seeing Green,Lil Wayne,8772147.0,2021.0,
Unuc_uMZXu4,Mest ondt,Burhan G,8770483.0,2010.0,pop music
jdoR7E7b4Mo,&Run,Sir Sly,8769999.0,2017.0,
r8ZhMr--tKE,Sul più bello (Out Of My League),Alfa,8767570.0,2020.0,pop music
DFcHoP7RgUs,Memoria,Indochine,8766306.0,2012.0,pop rock
_lkJkwnXQZ8,What a Catch,Fall Out Boy,8763791.0,2009.0,emo
mTjQq5rMlEY,Django Jane,Janelle Monáe,8756595.0,2018.0,hip hop music
XHGkGE6b850,Sur un air latino,Lorie,8756368.0,2003.0,pop music
v0Zi0fJxtX4,Chestito,Tsvetelina Yaneva,8753970.0,2018.0,folk-pop
xY_JpZBABIM,Soldi in nero,Shiva,8752630.0,2019.0,trap music
uhBewKu80Mg,Holding On for Life,Broken Bells,8751504.0,2013.0,neo-psychedelia
WO0JvkMynCQ,My Heart Beats Like a Drum,A Touch of Class,8751458.0,2000.0,Eurodance
c1xf_RWhwso,I Want to Be Your Man,Roger Troutman,8742662.0,1987.0,contemporary R&B
zQ1v1pMdIoQ,Better Than Love,Hurts,8742253.0,2010.0,dance-pop
0YEZiDtnbdA,Mathematik,Lindemann,8741503.0,2018.0,trap music
W7En5BqIWDQ,Hearts in the Air,J-Son,8738457.0,2011.0,"pop music, dance music"
cu5zcsv2-5Q,Q63704039,Izi,8737974.0,2018.0,
a79iLjV-HKw,Bruxelles je t'aime,Angèle,8735220.0,2021.0,
Dic-Kw1zlkc,Either Way,Anne-Marie,8724753.0,2017.0,
Leo3g_PAMCc,Kimi ga Inai Mirai,Do As Infinity,8723932.0,2010.0,"rock music, J-pop, pop rock"
L0tg9FDVyNk,Guardando il cielo,Arisa,8723539.0,2016.0,"pop music, sentimental ballad"
Fe-GrSOrg1o,Big,Imanbek,8723322.0,2021.0,
T17CP3bU7Ds,Una direzione giusta,Thasup,8719097.0,2021.0,pop music
_9f3dmWsjWQ,Let the Dream Come True,DJ BoBo,8709351.0,1994.0,Eurodance
k0CukaaPmpk,Rap Name,Obie Trice,8708903.0,2002.0,hip hop music
FFXVeGS759U,Say Less,Ashanti,8703076.0,2017.0,
_f8L6OYHZFo,Flap Your Wings,Nelly,8702907.0,2004.0,hip hop music
Z1ooGKZPxCQ,'39,Queen,8702361.0,1976.0,progressive rock
kE8kGMfXaFU,'39,Queen,8702361.0,1976.0,progressive rock
twolbqUTAn4,Houseparty,Annalisa,8700433.0,2020.0,pop music
ljbZKQIUZvM,Person of Interest,Rebecca Black,8697732.0,2011.0,dance-pop
SmCk1YjmLaM,Ben,Michael Jackson,8696653.0,1972.0,pop music
YFLt1lhbtKM,Give It 2 You,Da Brat,8692562.0,1994.0,G-funk
w8LOlrPUv_U,New Girl,Reggie 'n' Bollie,8687264.0,2016.0,dance-pop
7Xfwu8NH1iI,Floating Through Space,Sia,8682927.0,2021.0,dance-pop
mi5Mq-7_dls,Hey Now (Mean Muggin),Keri Hilson,8682117.0,2004.0,hardcore hip hop
1QTWnd3bnaw,You'll Never Be Alone,Anastacia,8681443.0,2002.0,pop music
DhPtRA7zieE,Made You Look,Nas,8678824.0,2002.0,hip hop music
JHzSd26gB-c,Shy Boy,Secret,8676924.0,2011.0,pop music
EZ98IJ0usoE,Anywhere Is,Enya Gonzalez,8676057.0,1995.0,
RZD982yrmx4,Tomorrow,Silverchair,8675956.0,1994.0,grunge
sqPClltS5k8,Black Sunshine,White Zombie,8675146.0,1992.0,groove metal
yeVJguP_T40,Piss,Pantera,8674241.0,2012.0,groove metal
_p8DT5jeoww,Fly Together,Ryan Leslie,8672263.0,2011.0,hip hop music
p5zM3JsS9bk,Suffocating Under Words of Sorrow (What Can I Do),Bullet for My Valentine,8670271.0,2005.0,metalcore
LQf_tu3Ei28,Decote,None,8663701.0,2017.0,samba
0sdcnBO3VYQ,Got to Get It,Culture Beat,8656949.0,1993.0,Eurodance
F7POcRxmpHQ,Nasty,Pixie Lott,8655125.0,2014.0,rhythm and blues
w3mn7EC-skg,Inertia Creeps,Massive Attack,8654778.0,1998.0,trip hop
epHOF91ZUFk,(I'll Never Be) Maria Magdalena,Sandra,8651957.0,1985.0,synth-pop
OeZmJOIzTUY,Stranded,Heart,8647920.0,1990.0,rock music
RcbMW2-Goog,Poison,Bell Biv DeVoe,8647711.0,1990.0,new jack swing
OXcrEVFZOXs,Meant to Live,Switchfoot,8646039.0,2003.0,alternative rock
cQY00k3wK1Y,She Came to Give It to You,Usher,8644878.0,2014.0,
DbJcD4fbcq8,Ulei și Apă,B.U.G. Mafia,8644247.0,2016.0,hip hop music
TF4Orx0765Q,Moment of Peace,Gregorian,8642892.0,2001.0,
hIs5StN8J-0,Obsession,Animotion,8637040.0,1984.0,synth-pop
ncaNlxvTFzg,Take Me to the Hospital,The Prodigy,8635890.0,2009.0,breakbeat
FRtd8ArvH_s,Gold Guns Girls,Metric,8632152.0,2009.0,indie rock
XoHWjG6LUsA,Babyfather,Sade,8631392.0,2010.0,reggae fusion
HFZrJ8kcjUU,Keinu,Cheek,8631088.0,-1.0,pop rap
Eeu0I65v2Dg,Just A Fool,Blake Shelton,8630276.0,2012.0,country pop
50kP4S0peAs,Reach,S Club 7,8628186.0,2000.0,pop music
FWmeILZlHPM,Janger Persahabatan (Asian Games 2018 Official Song),NEV Plus,8627257.0,-1.0,"pop music, electronic dance music"
zbzvGfyMNDY,Just in Love,Joe Jonas,8626411.0,2011.0,contemporary R&B
BzBf43PW1EA,I tuoi maledettissimi impegni,Max Gazzè,8618588.0,2013.0,
C6iQpkkWZm0,Beautiful,10 Years,8617929.0,2008.0,alternative metal
oXqPjx94YMg,Constant Craving,k.d. lang,8616591.0,1992.0,pop rock
LSV7TmN0Edk,Afterlife,Hailee Steinfeld,8616381.0,2019.0,"synth-pop, trap music"
pFp05alGLow,Afterlife,Hailee Steinfeld,8616381.0,2019.0,"synth-pop, trap music"
UMkCkPzbLYI,Everyday Life,Coldplay,8608142.0,2019.0,ballade
MKQlxa50GOE,Bambai Main Ka Ba,Manoj Bajpai,8607285.0,2020.0,RAP
KCjMZMxNr-0,Girls on Film,Duran Duran,8604606.0,1981.0,synth-pop
8encaI8ToqY,Feel Good,Robin Thicke,8601285.0,2013.0,
OdFQVKZHmOI,Drip,Mad Clip,8597865.0,2020.0,
E2VMllR4aIs,Run It Back!,XXXTentacion,8595792.0,2019.0,
m9AGzDzdE8A,Q111296857,Svetlana Loboda,8590310.0,2011.0,
dSLOR2cRouU,Silver Lining (Crazy 'Bout You),Jessie J,8586931.0,2012.0,
SLSbWDVI_pw,Feel Me Flow,Naughty by Nature,8586297.0,1995.0,hip hop music
4Z1Gx3DYVqs,Back to Life,Hailee Steinfeld,8585974.0,2018.0,"electropop, synth-pop"
FPnGvYZK9VY,Nella porta accanto,Laura Pausini,8584756.0,2016.0,pop music
ptc1OiuXpCI,Nella porta accanto,Laura Pausini,8584756.0,2016.0,pop music
FrFvNphZ5BQ,Rock 'N Roll Train,AC/DC,8584122.0,2008.0,hard rock
N_aTpyR1TBY,Sasuke,Lil Uzi Vert,8578015.0,2020.0,trap music
3yxmCqikFss,You Look Good,Lady A,8576890.0,2017.0,country pop
LI64R1bjN7U,Cha Cha Slide,DJ Casper,8575874.0,2000.0,
Z_qxsczLN58,Non se ne parla,MadMan,8575650.0,2014.0,pop rap
NyUSxDVZZ7Y,Everytime,The Kolors,8568617.0,2015.0,
FUTH1plKYhw,When I Fall in Love,Clive Griffin,8566218.0,1993.0,
K7JrX7PHGBE,Sweetest Pie,Megan Thee Stallion,8563699.0,2022.0,pop music
MT06ni48T3k,Dem Jeans,Jermaine Dupri,8560782.0,2006.0,dirty rap
EagrkSuaKPc,Encore et encore,Jenifer,8560240.0,2018.0,pop music
CRHPclhtlN0,Colors,Stella Jang,8556532.0,2016.0,
4CiyKeSnSxk,Blue Eyes,Elton John,8553771.0,1982.0,soft rock
-99e4geCm2w,Fuck with Myself,Banks,8553622.0,2016.0,
p0qEwrFeTZk,Se avessi un cuore,Annalisa,8553000.0,2016.0,electropop
dCESufY8hMc,Beaten In Lips,Beartooth,8552583.0,2014.0,
iUcAPCxrSQs,Brujas (single),Princess Nokia,8552205.0,2017.0,
Jvcv8trEuao,Savage Love (Laxed – Siren Beat),Jawsh 685,8549858.0,2020.0,"reggaeton, dancehall"
xyaPTpWWRcY,Put You on the Game,The Game,8544285.0,2005.0,gangsta rap
lPPhb49rrRk,Love Me Land,Zara Larsson,8540851.0,2020.0,dance-pop
kSLtroWy4O0,Nana Banana,Netta Barzilai,8538897.0,2019.0,pop music
U4mADkt6o-M,Redrum,21 Savage,8535136.0,2024.0,trap music
Z5YbF8CN4u8,Nobody,Martin Jensen,8530230.0,2019.0,dance-pop
5ZHXYnGVlcg,Freaky Deaky,Doja Cat,8528447.0,2022.0,pop music
roGSyZC79Dg,Whenever I Say Your Name,Sting,8525252.0,2003.0,
MboOsXEBivw,Return the Favor,Timbaland,8521857.0,2008.0,electropop
6qpvDY6PYx4,Alter Ego,Jean-Louis Aubert,8521357.0,2001.0,chanson
Fd1Xc6-6VVg,Aviation,The Last Shadow Puppets,8520786.0,2016.0,
9yfMplVU0m0,New,Daya,8520065.0,2017.0,
jtTjzDTpx8o,Chasing Time,Azealia Banks,8519643.0,2014.0,house music
mKli0y-Xr-Q,Candy (Drippin' Like Water),Snoop Dogg,8515705.0,2006.0,hip hop music
fdm8PuC9gas,Q3612788,Luciano Ligabue,8512739.0,2000.0,
scV4N5tkWbU,Boku to Hana,Sakanaction,8509799.0,2012.0,J-pop
9NSf6dfnOCw,Snitch e impicci,DrefGold,8507138.0,2020.0,trap music
7KrOOlK01Yo,Per tutta la vita,Noemi,8506393.0,2010.0,soul
50LOhILlLMQ,Bend and Break,Keane,8504158.0,2005.0,pop rock
X5KmB8Laemg,Short Skirt/Long Jacket,Cake,8500094.0,2001.0,alternative rock
xp09snLms5E,Symphony 2000,Lady Luck,8497012.0,1999.0,hip hop music
EVIJUH29pjU,Woman's World,Katy Perry,8496431.0,2024.0,dance-pop
r_0ulNpvrRU,The Girl You Lost to Cocaine,Sia,8494543.0,2008.0,
mpgjuhJiUbs,So Fine,Howard Johnson,8494430.0,1982.0,boogie
6VZhSkREYBc,Cuts Like a Knife,Bryan Adams,8491217.0,1983.0,rock music
pvh-ieuM8yg,Gourmandises,Alizée,8489891.0,2001.0,middle of the road
WriqtZAwewI,Onnellinen,Robin Packalen,8485864.0,2014.0,teen pop
AoswyJLilgo,"Someone, Somewhere",Asking Alexandria,8479306.0,2011.0,alternative metal
RSbAuvL7Fwk,"Someone, Somewhere",Asking Alexandria,8479306.0,2011.0,alternative metal
GtCPWFo6MAE,Le Bonheur,Joyce Jonathan,8479302.0,2015.0,pop music
6VCdJyOAQYM,Tennessee,Arrested Development,8476819.0,1992.0,alternative hip hop
REAwGmv0Fuk,Welcome,Fort Minor,8473502.0,2015.0,pop rap
fL6FaI-wJxs,Into the Blue,Kylie Minogue,8472298.0,2014.0,synth-pop
YuzVOZqDuh0,Nothing Left,Kygo,8472006.0,2015.0,chill-out music
lexeFtDREPg,Slow Me Down,Sara Evans,8469342.0,2013.0,country music
tzRZJ8W6E_4,Last Night,Vale Lambo,8468110.0,2022.0,pop rap
tkm8qRRoQIM,Hold On (Shut Up),Machine Gun Kelly,8464880.0,2012.0,Southern hip hop
293v-uRL6iE,La notte dei desideri,Jovanotti,8461033.0,2011.0,
qawQp_AqLF0,Macho Fantastico,Tasis,8459457.0,2014.0,pop rap
l35XzUD8GGU,Only When I Lose Myself,Depeche Mode,8454082.0,1998.0,"alternative rock, trip hop"
KO3l733WRN0,The Outsider,A Perfect Circle,8445317.0,2004.0,alternative rock
kxAKCYSXd5U,Drink,Lil Jon,8444565.0,-1.0,
7ZR_nM-42JE,Viva la libertà,Jovanotti,8437595.0,2018.0,pop music
YUpbO-mpi74,Other Side of the World,KT Tunstall,8434981.0,2006.0,acoustic music
T5kyCKPafGA,Who Is It,Michael Jackson,8434137.0,1992.0,
C2WjyuC3vPs,Conceited (There's Something About Remy),Remy Ma,8432545.0,2005.0,
uN0SAaHNmjM,Rose Colored Glasses,Kelly Rowland,8431927.0,2010.0,electropop
c6fR_mp8gag,The Feast and the Famine,Foo Fighters,8431316.0,2014.0,hard rock
svHeFdSvPL0,Change of Heart,Cyndi Lauper,8430292.0,1986.0,dance-pop
KbiSxunJatM,Polyrhythm,Perfume,8429135.0,2007.0,J-pop
-9DqvROPqX4,Q29523107,Zucchero,8426935.0,2013.0,
Dtzf60_XaOg,What Them Girls Like,Sean Garrett,8426574.0,2008.0,hip hop music
BP9UMnh8a8k,Q3675318,Zucchero,8424195.0,2011.0,
jZ-alpurCIg,Tudo Pra Amar Você,Marina Sena,8423209.0,2023.0,"pop music, Afrobeats"
aqkxWMxaBOU,Rapper's Ball,K-Ci & JoJo,8422528.0,1996.0,West Coast hip hop
rEamE0MYPkg,Everything Is Embarrassing,Sky Ferreira,8421918.0,2013.0,
yJwYovJbD_k,Bojangles,Pitbull,8420425.0,2006.0,
e5PnuIRnJW8,The World Is Yours,Pete Rock,8415378.0,1994.0,East Coast hip hop
RCaeUkrItyY,Daydreaming/Choose Me,Band-Maid,8415338.0,2017.0,rock music
MZIJ2vFxu9Y,Daydreaming/Choose Me,Band-Maid,8415338.0,2017.0,rock music
IxC8MZ1RS-c,I Will Love Again,Lara Fabian,8412097.0,2000.0,Eurodance
9QyRspHyPxQ,Paranoid,Jonas Brothers,8409513.0,2009.0,pop music
rqgjPR9gFDw,Q12731303,Antonia Clara Iacobescu,8397073.0,2012.0,
4aOxDHqWyK0,The Time of Our Lives,Il Divo,8395187.0,2006.0,"pop music, operatic pop"
vjgx9QW9d7E,Sweettalk My Heart,Tove Lo,8394834.0,-1.0,electropop
LyxFt9ecT28,Coming Home,Sheppard,8390896.0,2017.0,indie pop
cSdjo0W4Tvs,Queen of California,John Mayer,8387275.0,2012.0,country rock
v1eEC4foVtI,Rewind,Paolo Nutini,8386773.0,2006.0,pop rock
J4XZxbrvepw,We Got Love,Jessica Mauboy,8384025.0,2018.0,pop music
433DWQObkuE,Tsunami,Annalisa,8383445.0,2020.0,pop music
7Xue-dOOLiY,Still Not a Player,Joe,8373316.0,1998.0,East Coast hip hop
u1rE-v-KpFY,Mr. Everything,Putthipong Assarattanakul,8365833.0,2022.0,Thai pop
K913KVe3kH8,Black Rain,Soundgarden,8364799.0,2010.0,heavy metal
FC9fc12YYC4,Ain't Giving Up,Sigala,8364764.0,2016.0,"electronic dance music, tropical house"
yQBImEeXNZ4,First Class,Jack Harlow,8362320.0,2022.0,hip hop music
5CVrij8tcP8,First Class,Jack Harlow,8362320.0,2022.0,hip hop music
MwonID0nd2E,La mia parte intollerante,Caparezza,8357412.0,2006.0,alternative hip hop
6PxoMWtAC7M,She Got Me,Luca Hänni,8356750.0,2019.0,pop music
UhC7M8KF7AE,Beekeeper's Daughter,The All-American Rejects,8353626.0,2012.0,
OeNNfS0ZTnU,Goodbye Mr. A,The Hoosiers,8352950.0,2007.0,pop rock
xUBYzpCNQ1I,First Day of My Life,Bright Eyes,8346934.0,2005.0,indie folk
wauIGhax9xg,Stay Too Long,Plan B,8345628.0,2010.0,
nkCCgI4zEZ0,Don’t Look At Me Like That,Song Jieun,8344846.0,2014.0,"ballad, K-pop"
K12-5PoXqS4,El presente,Julieta Venegas,8344845.0,2008.0,pop rock
MTlSjRMx5Ic,Vienna Calling,Falco,8342395.0,1985.0,Neue Deutsche Welle
RowxmVzl2s4,Intro,Juju,8339188.0,2019.0,
ECqFqLMz4v4,Thing for You,Sasha Alex Sloan,8334875.0,2019.0,electro
wdWFsp2EtsU,Higher,Yiruma,8333520.0,2013.0,contemporary R&B
Gfhh-p6OqZU,Amiga Mía,Alejandro Sanz,8329652.0,1998.0,Latin pop
4QIZE708gJ4,I Had Some Help,Morgan Wallen,8328957.0,2024.0,country pop
GXCh9OhDiCI,Jesus Built My Hotrod,Ministry,8328479.0,1991.0,
8K2Vz9iQorc,O Heeriye,Ayushmann Khurrana,8327673.0,2013.0,"soft rock, Indian pop"
skl6N3zGv-s,Adieu,Rammstein,8326353.0,2022.0,industrial metal
Dg7E9wEQVOA,Blue Skies,Jamiroquai,8325934.0,2010.0,
FAgbZdrWiN4,I'm Like a Lawyer with the Way I'm Always Trying to Get You Off,Fall Out Boy,8325033.0,2007.0,pop-punk
bnqBLeg4Jbo,Millionær,Ankerstjerne,8324845.0,2011.0,pop music
vzxxBpMH1-Y,Jos sä tahdot niin,Jippu,8320977.0,2009.0,pop music
fZswz64dFlw,Scream (Funk My Life Up),Paolo Nutini,8320297.0,2014.0,soul
_vroLokIrCo,The Points,The Notorious B.I.G.,8320287.0,1995.0,hip hop music
7vqqPkDsLNA,Misery,Gwen Stefani,8319191.0,2016.0,electropop
DiP5eorRbzo,Stay the Night,Talia Mar,8319190.0,2022.0,house music
Dnzs-ri0WK8,Alice & June,Indochine,8317017.0,2005.0,rock music
A59YMOskWgE,Overnight Celebrity,Twista,8316294.0,2004.0,hip hop music
AYbP-fkiJ0o,Say My Name,Peking Duk,8309492.0,2015.0,indietronica
Bkhpiwvvf8k,Jump,Julia Michaels,8305367.0,2018.0,
j5MvCqFokhs,Q122616680,None,8301522.0,2023.0,
F2UVmY_Au7c,Erilaiset,Robin Packalen,8298775.0,2013.0,teen pop
5Mrz8t0FCIc,Surrender,Natalie Taylor,8297409.0,2019.0,
wVnXfZa7S8I,Mi sento bene,Arisa,8297267.0,2019.0,pop music
2FnRnKHS5ds,Bling Bling,Hot Boys,8295600.0,1999.0,hip hop music
8vl2rj1kHmk,Hurt Somebody,Noah Kahan,8294266.0,2017.0,
uNuOS-qwM0Q,Hurt Somebody,Noah Kahan,8294266.0,2017.0,
ZdsER1S3t8k,Hurt Somebody,Noah Kahan,8294266.0,2017.0,
ZMAy5K8vEGc,The Grey,Bad Omens,8288901.0,2022.0,alternative metal
VV8EvvIzCiY,Tribale,Elodie,8287624.0,2022.0,dance-pop
RCbSwyaaruE,Tribale,Elodie,8287624.0,2022.0,dance-pop
qTK0KkJnMzw,Primavera in anticipo (it is my song),Laura Pausini,8286677.0,2009.0,pop music
-ceB50jJObM,Primavera in anticipo (it is my song),Laura Pausini,8286677.0,2009.0,pop music
7nxO-yPQesA,Rabbit Heart (Raise It Up),Florence + the Machine,8285837.0,2009.0,indie pop
RziHzAzzS1c,One Shot,Mabel,8285250.0,2018.0,"pop music, contemporary R&B, tropical house"
66Eg2vIe2jU,Real Deal,Jessie J,8283961.0,2017.0,
IsxNUl1IHnE,Celestica,Crystal Castles,8282144.0,2010.0,synth-pop
fPsMR7HvuZM,Ecuador,Adrian Rodriguez,8281426.0,1997.0,"Eurodance, Eurotrance, Eurohouse"
qWG0vltPHUg,Running for You,Kip Moore,8280312.0,2015.0,country music
WCLlFA9SiDI,The Wall,Namewee,8277101.0,2021.0,mandopop
Qea9sk4IQ7k,In the Heat of the Night,Sandra,8276751.0,1985.0,synth-pop
FJNOkLCIg5Y,Mi fai impazzire,Blanco,8275868.0,2021.0,pop-punk
NB5uizJmHsw,We Are Beautiful,Panzer Flower,8273891.0,2014.0,
1zUFu-aUVW4,Halloween Night,AKB48,8272637.0,2015.0,J-pop
kErEUhlPoMU,Quicksand,La Roux,8270672.0,2008.0,synth-pop
9K1Z91gf0sw,Killa,Cherish,8268983.0,2007.0,hip hop music
4KtBBzHWmTI,Running from My Shadow,Grandson,8268853.0,2018.0,rap rock
xFHBzVZMXk8,I Got a Feelin',Billy Currington,8262374.0,2004.0,country music
k8CNPW-8G9w,Don't Break the Heart,None,8261814.0,-1.0,
lYjqojwp2hQ,Then You Look at Me,Céline Dion,8260913.0,1999.0,pop music
0x73fX_abCg,Meglio così,Zero Assoluto,8257286.0,2007.0,pop music
7Twnmhe948A,Hyper Hyper,Scooter,8247221.0,1994.0,"techno, rave music"
Mq1sHDwpgqo,Dope Hat,Marilyn Manson,8246641.0,1995.0,alternative metal
4DdPBhB2BOQ,Mporei,Mad Clip,8245437.0,2021.0,pop rap
